ENTIDAD,ANIO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,UNIDAD DE MEDICION,MEDIA
SONORA,1993,15.16030333,14.9653771,17.96866452,21.06733409,24.68795682,28.45768674,28.85478319,29.18620306,27.10616535,23.89183813,17.95798715,15.44488784,�C,22.0624322767
TABASCO,1993,25.12747696,25.70190887,26.63116359,28.51247126,29.28747312,29.29948276,28.81849373,28.32182796,28.17647222,27.05623656,25.92288889,24.41123059,�C,27.2722605425
TAMAULIPAS,1993,17.58295254,19.31649947,21.3174145,24.36209978,25.57244158,26.59214815,27.12233127,27.81905799,25.9058341,22.92066762,18.97761493,17.98220409,�C,22.955938835
TLAXCALA,1993,12.12316755,13.19201923,14.05706321,15.66451046,15.95743824,16.55394293,15.36953886,15.41236041,15.03564786,14.51332099,13.57814471,12.263308,�C,14.4767052042
VERACRUZ DE IGNACIO DE LA LLAVE,1993,20.16683419,20.82052447,21.70387038,23.93192359,24.83860814,24.94761766,24.60510092,24.16339973,23.88162662,22.69261808,20.64274935,19.5479876,�C,22.6619050608
YUCAT�N,1993,23.85937364,23.06440823,24.50968305,25.99578578,27.19520448,26.93831598,27.08099114,26.90858563,26.56994752,26.01663886,24.85033574,23.37990536,�C,25.5307646175
ZACATECAS,1993,12.62998264,13.50893815,14.56277482,17.39856142,19.14942531,21.52387814,20.20751599,20.13993568,18.74860791,17.75437352,15.43344551,13.66509155,�C,17.0602108867
AGUASCALIENTES,1994,13.13635006,15.29166667,17.12386499,18.56157407,21.58082437,20.3279321,20.06705496,19.16054361,18.38533951,18.11962366,16.36265432,14.84205721,�C,17.7466237942
BAJA CALIFORNIA,1994,13.83460712,13.61617998,15.73913748,17.31085859,18.77669594,23.01034121,24.8321307,26.50367665,24.87318585,19.89205873,14.21731389,12.48424476,�C,18.7575359083
BAJA CALIFORNIA SUR,1994,17.31909601,17.12130952,19.10463483,20.76862116,22.09410468,25.36058669,27.71520672,28.14417737,27.99974276,24.47459487,20.4834897,17.20783665,�C,22.3161167467
CAMPECHE,1994,23.77367384,25.2119186,25.95125058,28.11996124,28.46178955,27.88650794,27.75076805,27.48502304,26.69401709,26.69153226,25.32145833,24.27321478,�C,26.468426275
COAHUILA  DE ZARAGOZA,1994,13.26540452,14.94339368,18.019466,21.23909048,23.79531392,25.96132359,26.3819942,25.37917563,23.30094362,20.88479179,18.44599418,14.19191119,�C,20.4840669
COLIMA,1994,23.03883988,23.05083039,23.81100173,24.17160097,25.81971326,26.07849092,25.81032134,25.59928287,26.44166032,25.29296989,25.645537,23.92448925,�C,24.8903948183
CHIAPAS,1994,21.85913293,22.59432076,23.86166379,25.1767111,25.52162296,24.57417372,24.49337179,24.27326071,24.11699337,24.08359375,23.43114035,22.76846139,�C,23.896203885
CHIHUAHUA,1994,9.848687265,12.29401699,14.57815029,18.40339333,22.13508685,25.86007958,25.39264155,24.47570478,21.97660039,18.02805264,14.75122457,11.32114071,�C,18.2553982454
DISTRITO FEDERAL,1994,13.3384033,15.38744589,17.34193548,17.46473727,18.40949821,17.48560606,16.95791789,16.9127566,16.42346743,16.82526882,15.05955514,14.23450324,�C,16.3200912775
DURANGO,1994,11.34908403,13.94272487,15.62521572,18.20069106,22.02810115,22.93533175,22.77838693,21.80760369,20.22421668,17.83795444,16.51319305,13.43550732,�C,18.0565008908
GUANAJUATO,1994,14.60843846,16.58391689,18.78295921,19.85810477,22.08174153,20.74737199,20.13621917,19.70947712,18.92809958,18.86953226,17.29048794,16.28676882,�C,18.6569264783
GUERRERO,1994,23.39560796,24.14124179,25.43111189,26.26849513,27.56007649,26.06586428,25.73401057,25.12908729,25.08922713,25.25101121,24.85812925,24.30401212,�C,25.2689895925
HIDALGO,1994,13.0997578,14.80668482,16.8354618,17.88964423,18.62399981,17.96672352,17.17635736,17.31829863,16.62079487,16.63688498,15.51621987,14.57537522,�C,16.4221835758
JALISCO,1994,16.80239397,18.35053327,20.04486897,21.36795766,23.92919065,23.45051401,22.69490933,22.095892,21.81968023,21.42269142,19.97754856,18.53008323,�C,20.873855275
M�XICO,1994,11.85347059,13.49804943,15.24700515,16.03938675,17.12765474,15.94093068,15.33860298,15.07585478,14.58620934,14.5576612,13.48473289,12.91110843,�C,14.6383889133
MICHOAC�N DE OCAMPO,1994,16.5367718,18.32963447,19.99380409,21.210239,23.10323379,21.45588738,20.9254649,20.3290658,20.23468365,20.19131497,19.12171423,18.19781536,�C,19.9691357867
MORELOS,1994,19.47467009,21.43498377,23.39739736,24.24401515,24.94952346,22.84363636,22.74148338,22.19490469,22.03776515,21.8627566,20.94587121,20.49032258,�C,22.2181108167
NAYARIT,1994,22.03811502,22.67650714,23.58492252,24.76123153,26.78942916,28.25781299,27.96155187,27.03469982,27.21075192,26.29712724,25.39414166,23.63602544,�C,25.4701930258
NUEVO LE�N,1994,13.26549232,14.78337689,17.89161677,20.67660983,23.23792527,25.24342498,25.6390914,24.36051539,22.48687083,20.88872234,19.21253685,15.36993808,�C,20.2546767458
OAXACA,1994,20.44743307,21.09369349,22.0484147,23.52502415,24.03942396,23.43086467,22.98308789,22.63835887,23.14186557,22.56688972,22.09183544,21.46279369,�C,22.4558071017
PUEBLA,1994,14.33436271,15.72421603,17.91302483,18.85678571,19.430517,18.76859055,18.37761277,18.16237215,17.63219952,17.57217742,16.49644444,15.44989389,�C,17.393183085
QUER�TARO,1994,15.13918406,17.27542488,19.20377159,20.09853053,21.55484163,20.00805985,20.14810502,19.51568558,18.80632014,18.68336967,17.6824487,16.43630882,�C,18.7126708725
QUINTANA ROO,1994,23.1874424,24.57602041,24.77358176,26.29890805,27.76278802,27.82279762,27.82354883,27.81950635,27.09522989,26.96633715,25.25216667,23.77456989,�C,26.0960747533
SAN LUIS POTOS�,1994,15.75851557,17.58255592,19.59136537,21.80466133,23.79252872,24.00695802,24.03062231,23.27484797,21.73102319,21.17874612,20.30136938,17.57279507,�C,20.8854990808
SINALOA,1994,20.0896777,20.29288462,22.09235791,24.37520325,26.58012913,30.26587302,30.63640214,29.35176651,29.60460928,27.41582239,23.82145833,20.67647522,�C,25.4335549583
SONORA,1994,14.88057557,15.26978226,18.26565417,21.18353497,24.22104192,29.97195452,30.48829297,29.60898691,28.2138179,23.35023363,17.86300281,14.62714576,�C,22.3286686158
TABASCO,1994,23.73087558,25.0966133,26.51646274,28.31729885,29.75839822,29.49183908,29.25767519,28.46234705,27.96045977,27.95906563,26.32041667,25.05985983,�C,27.3276093258
TAMAULIPAS,1994,16.97581867,18.28684612,20.83092716,23.43358248,26.71421957,27.83321188,28.57483295,27.17960802,25.37317882,23.96736771,22.7977627,19.37591076,�C,23.4452722367
TLAXCALA,1994,11.87395773,13.37593695,15.53235484,15.95766437,16.6665914,15.43466667,15.26602823,14.93884409,14.51673611,15.14189201,13.79959329,13.19769627,�C,14.6418301633
VERACRUZ DE IGNACIO DE LA LLAVE,1994,18.62893584,19.79728887,21.59601839,24.05175554,25.59773285,25.75276828,25.03196143,24.26946136,23.63448962,23.60507881,22.36827051,20.63714963,�C,22.9142425942
YUCAT�N,1994,23.63508209,24.73995136,25.34692175,26.91748484,27.56840457,27.21514742,27.19332006,27.05911503,26.76070401,26.2719887,25.20282299,23.83139285,�C,25.9785279725
ZACATECAS,1994,12.40495782,14.65871997,16.44018371,18.14258481,21.71408009,20.8144869,20.45191312,19.57438079,18.52334838,17.7108851,16.43539567,14.22519187,�C,17.5913440192
AGUASCALIENTES,1995,13.02628435,15.40128968,17.23342294,19.28983333,21.87451091,21.54769458,19.47651014,19.21356033,18.54181818,16.88035191,15.6392284,13.25211144,�C,17.6147180158
BAJA CALIFORNIA,1995,12.71201024,15.76548771,16.11409037,16.74195975,18.08071163,21.41871065,25.39278318,26.78604911,25.2096405,20.73343057,17.97590129,13.89856386,�C,19.2357782383
BAJA CALIFORNIA SUR,1995,16.3481862,19.29888839,19.69538282,20.32405208,22.04143535,24.77744991,28.36704644,28.61931179,28.16601197,24.48099499,22.05603125,18.25870144,�C,22.7027910525
CAMPECHE,1995,24.28190401,24.58291761,26.28737215,28.20486842,29.2067892,27.73492063,27.18798003,27.4172299,27.04682927,25.70263219,25.25560976,24.55054583,�C,26.4549665833
COAHUILA  DE ZARAGOZA,1995,12.77457864,15.58984967,17.22648741,20.73812919,25.52738606,26.0211393,26.31142771,25.75841116,23.85390815,20.17075972,16.79846822,12.95493555,�C,20.3104567317
COLIMA,1995,23.63761521,24.28936366,23.78456221,24.04574074,26.09904076,27.23048187,26.53084454,26.18809524,25.96898496,25.71259198,24.98055489,23.15228273,�C,25.1350132325
CHIAPAS,1995,22.48994233,23.01847281,24.12355101,25.73937659,25.94884897,25.07247647,24.47382974,24.47018699,24.17762367,23.49441024,23.4512908,22.56113436,�C,24.0850953317
CHIHUAHUA,1995,9.941899664,13.14308099,15.01786485,17.58626745,22.02909501,24.89040367,24.88452622,24.37177927,21.75093891,18.33557272,14.1876218,10.46073768,�C,18.0499823528
DISTRITO FEDERAL,1995,13.42597051,14.36950549,16.06727728,17.51053114,18.75782596,17.61636501,16.91031281,16.9969278,16.80388258,15.7898827,15.14302632,13.42654502,�C,16.0681710517
DURANGO,1995,11.622911,14.08394958,15.69598988,17.90392926,22.20823643,23.508,22.47478178,21.83309298,20.64809804,17.70425047,15.27393514,11.80350088,�C,17.8967229533
GUANAJUATO,1995,15.23830218,16.90380324,18.32265242,20.33478218,22.33655125,21.49414874,20.03326548,19.89415957,19.47477176,17.75008872,17.11990654,15.21458119,�C,18.6764177725
GUERRERO,1995,23.8295546,24.90684565,25.77749343,26.83464321,27.36091038,26.67001856,25.52735827,25.37909923,25.38276515,25.15154438,24.86689207,23.6296774,�C,25.4430668608
HIDALGO,1995,14.01507149,14.99457569,16.84234296,18.65758219,20.17419178,19.12089364,17.7119667,18.07777982,17.65010753,15.94426812,15.47627874,13.86535836,�C,16.8775347517
JALISCO,1995,17.13805601,19.22016378,20.00109283,21.29374434,23.98673326,24.09956025,22.65861462,22.28127052,22.15250769,20.80809997,19.59177418,16.84201269,�C,20.8394691783
M�XICO,1995,12.03922227,13.00502626,14.48810745,16.12419742,17.27422082,16.37368211,15.09345706,15.50851023,15.18191459,13.66455426,13.31734431,11.67617022,�C,14.47886725
MICHOAC�N DE OCAMPO,1995,17.20113525,18.5826653,20.006065,21.46638697,23.21541759,22.26691948,20.63142837,20.70321725,20.59606375,19.10331645,18.56020583,16.82763507,�C,19.9300380258
MORELOS,1995,20.0704051,21.36843854,22.99752438,24.23248062,24.48203812,23.51217054,22.00562641,22.24153226,22.20415622,21.73109726,21.14755747,19.31335334,�C,22.1088650217
NAYARIT,1995,21.85075329,23.80507898,23.50138249,24.46571429,26.78481567,28.63500493,27.94273403,27.48671727,27.65091036,27.05469137,25.28967377,21.91476933,�C,25.531853815
NUEVO LE�N,1995,13.48738509,16.37158647,17.75394788,21.03707474,24.7181339,24.4840139,25.12746489,24.11723904,22.86749681,19.65755355,16.82511106,13.6687159,�C,20.0096436025
OAXACA,1995,19.53994252,20.33580539,21.48563975,23.20196826,23.97723105,22.79350153,22.09833774,21.94842194,21.91092593,21.55278929,20.6745316,19.5747293,�C,21.591152025
PUEBLA,1995,15.26281517,16.11428571,17.31260021,19.57761984,21.06541733,19.68031804,18.22182243,18.43617085,17.89882969,17.15816504,16.30915151,14.82212039,�C,17.6549430175
QUER�TARO,1995,15.49540394,17.32569444,18.92207039,20.4983784,22.57448157,21.51320608,19.77340749,19.35069025,19.12756703,17.60506839,16.79365479,14.27505639,�C,18.6045565967
QUINTANA ROO,1995,23.02658689,23.32523042,24.75884495,27.26974654,28.63740028,27.97209677,27.67098566,28.01473118,27.51022989,26.115698,24.72103448,23.6448832,�C,26.055622355
SAN LUIS POTOS�,1995,16.28237563,18.6278363,20.34996879,22.83527474,26.35305953,25.00690821,23.81187647,23.40647684,23.23629991,21.11901115,19.24245847,16.34789571,�C,21.3849534792
SINALOA,1995,19.11331583,22.34204932,22.47423289,23.07123016,26.08960349,29.84705055,31.08200117,30.07811856,29.21239837,27.6436311,24.7304065,20.2117606,�C,25.491316545
SONORA,1995,13.74007734,17.36620429,18.34465157,19.59267769,22.78193529,27.58353962,30.58459763,30.27132791,28.429277,24.32949451,19.93036696,15.40347358,�C,22.3631352825
TABASCO,1995,24.18058542,24.79219577,26.82252091,29.02012821,31.03875919,29.58678571,28.66214507,29.00589544,27.91965517,26.53971079,26.67063218,24.75501792,�C,27.416169315
TAMAULIPAS,1995,17.59817378,19.9535461,21.38765671,24.96827147,28.77981611,28.03067074,27.85003031,26.9653658,26.53252278,23.71904429,20.53487654,17.81707431,�C,23.6780874117
TLAXCALA,1995,12.49166667,13.18097527,14.97419355,16.46958165,17.5072282,16.8423957,15.4454191,15.79404,15.2075641,14.17854397,13.5246746,11.82759053,�C,14.786989445
VERACRUZ DE IGNACIO DE LA LLAVE,1995,19.51330109,20.74799167,22.19218345,24.67647576,27.45395957,25.87679495,24.51272281,24.75347336,24.38011431,23.09146909,21.49638768,19.7060673,�C,23.20007842
YUCAT�N,1995,23.74160398,24.17072585,25.41417463,27.46747278,29.00347356,28.15697798,27.50172867,27.70014356,27.56444053,26.20242983,25.04190741,24.11615791,�C,26.3401030575
ZACATECAS,1995,12.30997024,14.83037032,16.29572449,17.88275374,22.03030594,22.26881739,20.24864937,19.81987204,19.57848596,17.11298812,15.55762633,12.43725806,�C,17.5310685
AGUASCALIENTES,1996,12.97924528,14.90613027,15.81892879,18.13469697,21.81788856,21.00430303,20.45043988,19.77859238,19.15066667,17.85513196,15.00015152,14.26732378,�C,17.5969582575
BAJA CALIFORNIA,1996,13.77184188,15.15499045,16.11984309,18.63481115,21.10933214,23.5772112,26.18580754,26.66191613,23.66550317,19.39930312,16.08341942,13.87368425,�C,19.519805295
BAJA CALIFORNIA SUR,1996,17.43250802,18.82615982,19.27052202,21.28118175,23.78615725,25.85517992,28.04873644,28.30005923,26.13978071,24.25866998,20.86866544,17.7347893,�C,22.6502008233
CAMPECHE,1996,23.54866999,24.39692118,25.16370968,27.24124608,28.00097342,27.44225926,27.08278986,26.80049088,27.44581395,25.94784946,24.63507576,24.02765957,�C,25.9777882575
COAHUILA  DE ZARAGOZA,1996,12.26372623,14.92123175,15.40539373,19.99313013,25.94236559,26.30500191,26.74622384,25.21195373,23.80635246,19.36143034,16.01088352,12.46687554,�C,19.8695473975
COLIMA,1996,22.1077424,23.20055843,23.172132,23.76831418,26.07715054,27.27609115,26.30372008,25.94481096,26.12664862,25.61826223,24.975,23.62478495,�C,24.849601295
CHIAPAS,1996,21.50224028,22.4547241,23.41265784,25.26645545,25.28992448,24.68917191,24.45347591,24.1144986,24.65939506,23.7628093,22.61598762,22.26065093,�C,23.7068326233
CHIHUAHUA,1996,10.11004804,13.86337889,14.06869967,17.75144796,24.20803207,25.34792547,24.69190376,22.40590692,20.90177408,17.47868885,13.39240406,9.806037788,�C,17.8355206298
DISTRITO FEDERAL,1996,11.9983871,13.5751065,15.79139785,16.3,17.71574097,15.88536752,16.03602151,15.78688172,16.04833333,14.49504608,12.98721088,12.75057604,�C,14.9475057917
DURANGO,1996,11.43762145,14.41620879,14.57873357,17.49394841,22.86480672,22.84126016,22.58582238,20.91626672,19.99685417,16.26080221,13.86737179,10.83976551,�C,17.3416218233
GUANAJUATO,1996,14.4468029,16.42499322,17.46915882,19.57866278,22.59423185,21.29043132,20.77200538,19.87549277,19.72771087,17.93392984,15.90240611,15.56257731,�C,18.4648669308
GUERRERO,1996,22.64641517,24.27837777,25.15487572,26.52196677,27.34174607,25.99109432,25.57775095,25.20512831,25.40166356,24.65388171,24.00726879,23.49443372,�C,25.0228835717
HIDALGO,1996,12.68123516,14.47428891,15.67279826,17.46430827,19.36560128,18.40340796,18.01647996,17.30709071,18.10366747,16.10910816,13.65754442,14.08717067,�C,16.2785584358
JALISCO,1996,16.39046087,18.64284891,19.13076512,20.83219247,24.20506033,23.60480777,22.75403646,22.06446131,22.07653092,20.58413823,18.39990416,17.39704067,�C,20.506853935
M�XICO,1996,11.19969148,12.97933197,13.79483776,15.28249512,17.0018196,15.81692072,15.73086909,15.18912288,15.67505385,14.41792171,12.46044683,11.93414781,�C,14.2902215683
MICHOAC�N DE OCAMPO,1996,15.67730415,17.88875689,18.85545633,20.36358117,23.28194466,21.81234851,20.87862282,20.54169779,20.59140058,19.40314991,17.72797824,16.88042045,�C,19.4918884583
MORELOS,1996,18.16136201,19.91885307,21.30311828,23.23515152,24.45201912,22.48887597,22.09633431,21.94805718,22.19948148,21.41451613,20.04061594,19.32379928,�C,21.3818486908
NAYARIT,1996,21.42258064,23.10123837,23.43782002,25.02119048,27.46366301,28.37444444,27.47557604,27.1235023,27.2,26.63306452,24.461727,22.29814272,�C,25.3344124617
NUEVO LE�N,1996,13.01251441,15.64248757,15.99295323,20.37735437,25.07744341,25.47785778,25.99422592,24.37037522,23.75845204,20.47725655,17.14916866,14.39258442,�C,20.1435561317
OAXACA,1996,18.57942957,20.12315035,21.3289773,22.8734112,23.84729722,22.74010036,22.16284218,22.12546519,22.71068471,21.84074503,20.52071533,19.78318554,�C,21.5530003317
PUEBLA,1996,13.53372496,15.3462324,16.27883419,18.13763243,19.82595508,18.71770407,17.87896828,17.70888402,18.36791179,17.40792227,15.83633644,15.79873072,�C,17.0699030542
QUER�TARO,1996,13.96727509,15.98151593,17.22018942,19.65266123,22.48634285,21.13529147,20.89655914,20.11801942,19.71554505,17.67314708,16.0404776,14.78601031,�C,18.3060862158
QUINTANA ROO,1996,22.38360215,22.97224138,23.921875,26.22294444,27.00711902,27.35094444,27.25741936,26.92752688,27.51083333,26.23741936,24.15361111,22.9730812,�C,25.4098848058
SAN LUIS POTOS�,1996,15.43465237,17.55839331,18.99870661,21.64424015,25.12983647,24.6511242,24.2738209,22.95386819,23.05804031,20.86356992,18.25078482,16.49973861,�C,20.7763979883
SINALOA,1996,19.62340324,21.83025452,21.89326037,24.45195833,28.15937422,31.31148598,30.21616935,28.96980051,28.48907182,27.24931221,23.43531008,20.03640553,�C,25.4721505133
SONORA,1996,15.15049058,17.81677219,18.55255657,21.72834068,25.83560838,30.28625076,29.79730748,28.95530654,26.70197807,23.3637554,18.70363945,14.96556217,�C,22.6547973558
TABASCO,1996,22.73617512,24.43577586,25.23203559,27.8583908,29.3798109,29.06132184,28.84189844,28.639546,29.46230159,27.48609566,25.59722222,24.51319124,�C,26.9369804383
TAMAULIPAS,1996,16.01029654,18.66167578,19.87512626,23.82588922,27.84196654,28.39250328,28.68710741,27.12459391,26.55403363,23.76378359,20.82552636,17.9966073,�C,23.296592485
TLAXCALA,1996,11.36047414,13.12447664,13.79849833,15.32394444,17.03321037,15.42596554,15.2509437,14.83745224,15.75013355,14.37753208,12.13967742,11.65213319,�C,14.1728701367
VERACRUZ DE IGNACIO DE LA LLAVE,1996,17.85924026,19.47575467,20.43892411,23.37497993,25.95289299,25.34243464,24.87624728,24.07640137,25.00274112,23.31421426,20.74900672,19.521308,�C,22.4986787792
YUCAT�N,1996,22.87907539,23.44779685,24.67731334,27.06647445,27.74304708,27.85620996,27.74331121,27.32471761,28.07373446,26.54647473,25.14936469,23.88380507,�C,26.0326104033
ZACATECAS,1996,11.99866932,14.79169058,14.9587578,17.4063244,22.24948656,21.4577821,21.00736099,19.71864742,19.00367965,16.43213404,13.83626488,12.73961426,�C,17.1333676667
AGUASCALIENTES,1997,13.09765396,14.46623377,16.29516129,16.63181818,19.18952311,21.51530303,20.41715543,20.33602151,19.63939394,17.07419355,15.57685185,11.57602545,�C,17.1512779225
BAJA CALIFORNIA,1997,13.36010552,13.42857766,16.86454723,16.83848106,21.89063628,21.82179407,24.50336677,26.83676947,25.74499527,20.58843332,16.78851724,12.58756429,�C,19.271149015
BAJA CALIFORNIA SUR,1997,16.13576455,16.60248391,19.90203614,19.54933015,23.99043793,25.53649465,28.57801603,29.37389351,28.39743746,24.96687971,21.44503607,16.83965803,�C,22.6097890117
CAMPECHE,1997,23.37777341,25.18468254,26.9361437,27.67314958,28.07568062,27.62920641,27.16441678,27.09313658,26.76017975,25.87820865,25.25462585,23.22934683,�C,26.1880458917
COAHUILA  DE ZARAGOZA,1997,10.7266257,13.25207233,16.88751805,17.42014427,22.16186365,24.99834038,25.82176879,25.90713631,23.48115003,18.8349355,15.38343258,10.26645909,�C,18.7617872233
COLIMA,1997,22.11709157,23.31849078,24.18742832,24.66044444,27.07468707,27.24891443,27.25080645,27.3427345,26.50963542,25.68573589,25.32682292,23.34274194,�C,25.3387944775
CHIAPAS,1997,22.17299688,22.89133913,24.27997028,24.84843813,25.14206456,24.61963089,24.52820696,24.81385832,24.3764098,23.48098951,23.4013774,21.79595176,�C,23.8626028017
CHIHUAHUA,1997,8.655419721,10.10319208,14.59012374,14.94415989,20.7580705,24.20751673,24.17956151,23.6449423,22.52694291,17.01386247,13.18968477,7.008618863,�C,16.7351746237
DISTRITO FEDERAL,1997,12.74202509,15.54082614,16.39762545,16.75379073,16.9655818,17.89011286,16.9733204,16.86242594,16.8347901,15.45962184,14.7125,13.65260314,�C,15.8987686242
DURANGO,1997,10.27758942,12.74448039,15.41140029,15.67575212,19.32545062,22.30248817,21.6595711,21.7537237,20.31491581,16.33585675,14.0604541,9.140605644,�C,16.5835240095
GUANAJUATO,1997,14.18130513,16.28119842,18.03527168,18.43773833,20.18787833,21.67985589,20.73819757,20.42202629,19.97910226,17.61832821,17.13337191,14.43283129,�C,18.2605921092
GUERRERO,1997,23.15461978,24.49095644,25.63342159,26.14016559,27.05705101,26.37970758,25.9850127,26.01960186,25.35917205,24.62528362,24.4612352,23.62375639,�C,25.2441653175
HIDALGO,1997,12.64582686,14.4959429,15.99703599,16.62070648,16.99243116,18.30062457,17.50448808,17.5001186,16.88236715,15.44543341,15.04985294,13.14521119,�C,15.8816699442
JALISCO,1997,15.61446723,17.77123519,19.5209151,19.66739715,22.51826881,23.9752993,22.78099987,22.66931594,22.4729353,20.3545037,19.03283573,15.91374472,�C,20.19099317
M�XICO,1997,11.01800598,13.34793389,14.46126461,14.96828569,15.41890021,16.56938404,15.9150276,15.65578659,15.53150998,14.20814812,13.47820593,12.13456978,�C,14.3922518683
MICHOAC�N DE OCAMPO,1997,15.64504013,18.08746472,19.22036946,19.72284209,21.63707228,22.31754041,21.23340167,20.89266918,20.89899491,19.45620516,18.9145969,16.720868,�C,19.5622554092
MORELOS,1997,18.40943661,20.63352752,22.30384351,22.91173372,23.43019904,23.5172951,22.34845573,22.59751808,22.04815603,21.18531229,20.69954861,19.30608345,�C,21.6159258075
NAYARIT,1997,19.83392137,21.27790179,23.25583019,23.70025253,27.6234879,28.94423466,27.948299,27.66150379,27.67009804,26.26806723,23.54852941,20.50071057,�C,24.8527363733
NUEVO LE�N,1997,12.15685369,14.76285356,18.32588614,18.14682863,21.96338642,24.76151042,26.05319653,26.12143455,24.1510847,19.74980361,16.31625319,12.44049478,�C,19.579132185
OAXACA,1997,19.27140845,20.23213799,22.14763929,22.61938333,22.9245031,23.08963351,22.58660954,22.64435657,22.00885734,21.20845501,20.73166914,19.37929782,�C,21.5703292575
PUEBLA,1997,15.01534118,16.43394886,18.21642612,18.22628209,18.38172717,19.73104478,18.84173487,18.94351917,18.31057383,17.01465414,16.46662157,14.79781469,�C,17.5316407058
QUER�TARO,1997,14.15703226,16.50702239,17.76217358,18.73561987,19.92351226,21.68401704,20.63944843,20.52495736,20.05027364,17.70319447,17.67940695,14.68076773,�C,18.3372854983
QUINTANA ROO,1997,22.81798003,24.1935119,25.59198925,26.91083333,27.79696621,27.80622222,27.64759371,27.90804451,27.14209387,26.18626251,25.48024444,23.40575023,�C,26.0739576842
SAN LUIS POTOS�,1997,15.53400724,17.54199849,20.00585926,20.26492859,22.55833362,24.50202609,23.76263064,24.33051437,22.88431085,20.21514201,19.34936146,14.91599107,�C,20.4887586408
SINALOA,1997,18.16440616,19.33275162,22.95041707,23.12661664,27.72884325,30.43693182,30.11794824,29.67243728,29.56268939,26.8434934,23.54643939,18.62089272,�C,25.0086555817
SONORA,1997,14.02494938,14.72064946,19.67852552,19.9673978,26.46244476,28.8005822,30.56558844,30.05610582,29.12702924,23.79550893,18.94551948,12.70151512,�C,22.4038180125
TABASCO,1997,23.84988479,25.03890306,27.58709677,28.78503512,28.77202509,28.95473118,28.33655914,28.63037634,28.01298851,26.71325135,25.99061353,23.59709647,�C,27.0223801125
TAMAULIPAS,1997,15.94088322,19.05885265,22.23477445,21.66793155,25.35269478,27.75006929,28.23660108,28.63514172,26.8792619,23.24343164,20.42770156,16.21534459,�C,22.9702240358
TLAXCALA,1997,10.85297288,12.67056452,13.88028963,14.4887786,14.74166667,16.04972222,15.27055679,15.37711531,15.246659,13.81648606,13.6294086,12.37612162,�C,14.033361825
VERACRUZ DE IGNACIO DE LA LLAVE,1997,18.68445567,19.85374785,22.34021142,23.33208313,24.39812886,25.90862069,24.74825874,25.0865972,24.28609258,22.64744624,21.77039823,18.65549862,�C,22.6426282692
YUCAT�N,1997,23.60364826,24.94112575,26.56288847,27.80477777,28.12471776,28.11369032,27.70627071,27.64440874,27.29679615,26.25988807,25.28042037,23.29010235,�C,26.3857278933
ZACATECAS,1997,10.88967176,13.27697452,15.47085414,15.74131054,19.23278276,21.53908046,20.64684494,20.64246385,19.60582609,16.93847275,15.30472701,10.8436199,�C,16.67771906
AGUASCALIENTES,1998,11.9562848,12.60796334,16.22837515,19.12398589,22.09494938,22.53061364,20.72510856,19.80417627,19.43708333,17.76670507,15.98015152,13.34222874,�C,17.6331354742
BAJA CALIFORNIA,1998,13.11924314,12.48691151,14.57107241,15.45697159,17.74949413,20.96683316,25.33618922,26.95085455,23.50137683,19.04973273,15.28352996,11.90335564,�C,18.0312970725
BAJA CALIFORNIA SUR,1998,17.10985922,16.53770035,18.60989853,19.6215778,22.52092526,26.8983127,28.92654645,29.13460956,27.15526169,24.71652392,20.24412649,16.42049583,�C,22.32465315
CAMPECHE,1998,23.76218983,24.44026857,25.62780707,27.96442303,29.06234491,29.36478026,27.64731431,27.56914806,27.72016298,26.25053019,24.95278003,23.37696443,�C,26.4782261392
COAHUILA  DE ZARAGOZA,1998,13.27375543,13.64058105,16.20019945,20.66452382,25.80443777,28.03275109,27.20245045,25.32279881,23.5543888,20.39959637,17.04832834,12.90692357,�C,20.3375612458
COLIMA,1998,22.30672043,22.12614945,23.63965,24.46702899,25.86322581,27.92166667,27.20084853,27.37578597,25.9072807,26.36117269,26.20866667,24.82340125,�C,25.3501330967
CHIAPAS,1998,22.31683734,22.68360119,24.09780672,25.55210978,26.10309764,25.90226897,24.57840447,24.87670157,24.27009232,23.68769995,23.28827991,21.72908637,�C,24.0904988525
CHIHUAHUA,1998,9.504716078,9.141462792,12.95634246,16.33144749,21.61092512,25.39554584,24.67144387,23.30753958,22.43280461,18.96812836,14.22073677,10.25794463,�C,17.3999198
DISTRITO FEDERAL,1998,12.77117783,14.01186224,16.58516213,19.25934066,20.57883476,19.48653846,17.71856531,16.99032258,16.48948718,15.60426267,15.49966338,13.46467441,�C,16.5383243008
DURANGO,1998,10.47192855,11.33952369,14.35746756,17.89459809,22.35909427,23.96803322,22.86859199,21.20867932,20.16538399,18.76011931,15.3952789,12.10972776,�C,17.5748688875
GUANAJUATO,1998,14.22195771,14.7272137,18.06424364,20.90353884,23.03082508,22.90415689,20.78904848,19.98409524,19.78535179,18.06597438,17.16636176,15.03279048,�C,18.7229631658
GUERRERO,1998,22.76319346,23.12954132,25.12703016,26.51978708,27.0646182,27.2227223,25.88853749,25.57561143,24.90551086,25.02648238,24.9205294,23.75125289,�C,25.1579014142
